Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/By Case/15/Page_Bluuu/svg__vc-svg-icon""))",Chrome 88.0.4324.182,,,2021-02-24 13:30:53,2021-02-24 13:30:54,0.747s,PASSED
"click(findTestObject(""Object Repository/By Case/15/Page_Bluuu/span_25""))",Chrome 88.0.4324.182,,,2021-02-24 13:30:54,2021-02-24 13:30:57,3.150s,PASSED
"click(findTestObject(""Object Repository/By Case/15/Page_Bluuu/div__arrow-down_1_2_3""))",Chrome 88.0.4324.182,,,2021-02-24 13:30:57,2021-02-24 13:31:00,3.004s,PASSED
"click(findTestObject(""Object Repository/By Case/15/Page_Bluuu/li_0700""))",Chrome 88.0.4324.182,,,2021-02-24 13:31:00,2021-02-24 13:31:03,3.064s,PASSED
"click(findTestObject(""Object Repository/By Case/15/Page_Bluuu/label_""))",Chrome 88.0.4324.182,,,2021-02-24 13:31:03,2021-02-24 13:31:06,3.001s,PASSED
"click(findTestObject(""Object Repository/By Case/15/Page_Bluuu/label__1""))",Chrome 88.0.4324.182,,,2021-02-24 13:31:06,2021-02-24 13:31:09,3.168s,PASSED
"click(findTestObject(""Object Repository/By Case/15/Page_Bluuu/span_""))",Chrome 88.0.4324.182,,,2021-02-24 13:31:09,2021-02-24 13:31:09,0.410s,PASSED
"setText(findTestObject(""Object Repository/By Case/15/Page_Bluuu/input____BVID__288""), ""paragon"")",Chrome 88.0.4324.182,,,2021-02-24 13:31:09,2021-02-24 13:31:16,6.683s,PASSED
"click(findTestObject(""Object Repository/By Case/15/Page_Bluuu/div_Paragon Cineplex""))",Chrome 88.0.4324.182,,,2021-02-24 13:31:16,2021-02-24 13:31:19,3.053s,PASSED
"click(findTestObject(""Object Repository/By Case/15/Page_Bluuu/button_""))",Chrome 88.0.4324.182,,,2021-02-24 13:31:19,2021-02-24 13:31:20,0.477s,PASSED
"setText(findTestObject(""Object Repository/By Case/15/Page_Bluuu/input____BVID__444""), ""WELCOME30"")",Chrome 88.0.4324.182,,,2021-02-24 13:31:20,2021-02-24 13:31:23,3.688s,FAILED
,,,,,,,
Test Cases/Make a service in charge tab (We login after serviced confirming)/16_Normal OTA (login before),Chrome 88.0.4324.182,,,2021-02-24 13:31:23,2021-02-24 13:32:28,1m - 5.211s,FAILED
"openBrowser("""")",Chrome 88.0.4324.182,,,2021-02-24 13:31:24,2021-02-24 13:31:26,2.213s,PASSED
maximizeWindow(),Chrome 88.0.4324.182,,,2021-02-24 13:31:26,2021-02-24 13:31:26,0.153s,PASSED
"navigateToUrl(""https://uat.bluuu.co/"")",Chrome 88.0.4324.182,,,2021-02-24 13:31:26,2021-02-24 13:31:37,10.730s,PASSED
"click(findTestObject(""Object Repository/By Case/16/Page_Bluuu -/img_TH_avatar order-3 order-xl-4 ml-4 mt-1""))",Chrome 88.0.4324.182,,,2021-02-24 13:31:37,2021-02-24 13:31:38,0.565s,PASSED
"click(findTestObject(""Object Repository/By Case/16/Page_Bluuu -/button_ Facebook""))",Chrome 88.0.4324.182,,,2021-02-24 13:31:38,2021-02-24 13:31:38,0.485s,PASSED
"switchToWindowTitle(""Facebook"")",Chrome 88.0.4324.182,,,2021-02-24 13:31:38,2021-02-24 13:31:40,1.908s,PASSED
"setText(findTestObject(""Object Repository/By Case/16/Page_Facebook/input__email""), ""qmkecjunto_1612852822@tfbnw.net"")",Chrome 88.0.4324.182,,,2021-02-24 13:31:40,2021-02-24 13:31:41,0.750s,PASSED
"setEncryptedText(findTestObject(""Object Repository/By Case/16/Page_Facebook/input__pass""), ""gOP7IdE590r7JITAEPMRJQ=="")",Chrome 88.0.4324.182,,,2021-02-24 13:31:41,2021-02-24 13:31:42,0.671s,PASSED
"click(findTestObject(""Object Repository/By Case/16/Page_Facebook/label__loginbutton""))",Chrome 88.0.4324.182,,,2021-02-24 13:31:42,2021-02-24 13:31:42,0.445s,PASSED
delay(7),Chrome 88.0.4324.182,,,2021-02-24 13:31:42,2021-02-24 13:31:49,7.002s,PASSED
"switchToWindowTitle(""Bluuu - จ้างแม่บ้าน ผู้เชี่ยวชาญเรื่องบ้านที่คุณไว้วางใจได้มากที่สุด"")",Chrome 88.0.4324.182,,,2021-02-24 13:31:49,2021-02-24 13:31:49,0.020s,PASSED
"click(findTestObject(""Object Repository/By Case/16/Page_Bluuu -/a_""))",Chrome 88.0.4324.182,,,2021-02-24 13:31:49,2021-02-24 13:31:49,0.390s,PASSED
"click(findTestObject(""Object Repository/By Case/16/Page_  Bluuu -/a_""))",Chrome 88.0.4324.182,,,2021-02-24 13:31:49,2021-02-24 13:31:51,1.445s,PASSED
"click(findTestObject(""Object Repository/By Case/16/Page_Bluuu/svg__vc-svg-icon""))",Chrome 88.0.4324.182,,,2021-02-24 13:31:51,2021-02-24 13:31:52,1.124s,PASSED
"click(findTestObject(""Object Repository/By Case/16/Page_Bluuu/svg__vc-svg-icon""))",Chrome 88.0.4324.182,,,2021-02-24 13:31:52,2021-02-24 13:31:53,0.942s,PASSED
"click(findTestObject(""Object Repository/By Case/16/Page_Bluuu/span_25""))",Chrome 88.0.4324.182,,,2021-02-24 13:31:53,2021-02-24 13:31:56,3.222s,PASSED
"click(findTestObject(""Object Repository/By Case/16/Page_Bluuu/div__arrow-down""))",Chrome 88.0.4324.182,,,2021-02-24 13:31:56,2021-02-24 13:31:59,2.986s,PASSED
"click(findTestObject(""Object Repository/By Case/16/Page_Bluuu/li_0730""))",Chrome 88.0.4324.182,,,2021-02-24 13:31:59,2021-02-24 13:32:03,3.558s,PASSED
"click(findTestObject(""Object Repository/By Case/16/Page_Bluuu/div__arrow-down_1""))",Chrome 88.0.4324.182,,,2021-02-24 13:32:03,2021-02-24 13:32:03,0.455s,PASSED
"click(findTestObject(""Object Repository/By Case/16/Page_Bluuu/li_3""))",Chrome 88.0.4324.182,,,2021-02-24 13:32:03,2021-02-24 13:32:04,0.393s,PASSED
"setText(findTestObject(""Object Repository/By Case/16/Page_Bluuu/input____BVID__288""), ""paragon"")",Chrome 88.0.4324.182,,,2021-02-24 13:32:04,2021-02-24 13:32:10,6.569s,PASSED
"click(findTestObject(""Object Repository/By Case/16/Page_Bluuu/div_Paragon Cineplex""))",Chrome 88.0.4324.182,,,2021-02-24 13:32:10,2021-02-24 13:32:13,3.030s,PASSED
"click(findTestObject(""Object Repository/By Case/16/Page_Bluuu/div__arrow-down_1_2""))",Chrome 88.0.4324.182,,,2021-02-24 13:32:13,2021-02-24 13:32:16,3.018s,PASSED
"click(findTestObject(""Object Repository/By Case/16/Page_Bluuu/li_ 2""))",Chrome 88.0.4324.182,,,2021-02-24 13:32:16,2021-02-24 13:32:19,3.132s,PASSED
"click(findTestObject(""Object Repository/By Case/16/Page_Bluuu/div__arrow-down_1_2_3""))",Chrome 88.0.4324.182,,,2021-02-24 13:32:19,2021-02-24 13:32:20,0.454s,PASSED
"click(findTestObject(""Object Repository/By Case/16/Page_Bluuu/li_""))",Chrome 88.0.4324.182,,,2021-02-24 13:32:20,2021-02-24 13:32:20,0.440s,PASSED
"click(findTestObject(""Object Repository/By Case/16/Page_Bluuu/span_""))",Chrome 88.0.4324.182,,,2021-02-24 13:32:20,2021-02-24 13:32:21,0.736s,PASSED
"click(findTestObject(""Object Repository/By Case/16/Page_Bluuu/button_""))",Chrome 88.0.4324.182,,,2021-02-24 13:32:21,2021-02-24 13:32:21,0.383s,PASSED
"click(findTestObject(""Object Repository/By Case/16/Page_Bluuu/button__1""))",Chrome 88.0.4324.182,,,2021-02-24 13:32:21,2021-02-24 13:32:22,0.371s,PASSED
"click(findTestObject(""Object Repository/By Case/15/Page_/a_""))",Chrome 88.0.4324.182,,,2021-02-24 13:32:22,2021-02-24 13:32:28,6.769s,FAILED
