Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Used/zElement-Bluuu/input_Location""), ""paragon"")",Chrome 88.0.4324.182,,,2021-02-24 13:54:07,2021-02-24 13:54:13,6.739s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/div_Paragon Cineplex""))",Chrome 88.0.4324.182,,,2021-02-24 13:54:13,2021-02-24 13:54:17,3.060s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/div_arrow-down_CleanType""))",Chrome 88.0.4324.182,,,2021-02-24 13:54:17,2021-02-24 13:54:20,3.061s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/li_Clean-and-Laundry""))",Chrome 88.0.4324.182,cleaning and laundry,,2021-02-24 13:54:20,2021-02-24 13:54:23,3.140s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/label_IgotCat""))",Chrome 88.0.4324.182,I got cat,,2021-02-24 13:54:23,2021-02-24 13:54:26,3.145s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/label_IgotDog""))",Chrome 88.0.4324.182,I got dog,,2021-02-24 13:54:26,2021-02-24 13:54:29,3.097s,PASSED
"click(findTestObject(""Used/Picking-Maid/a_Pick-OneTimeManual""))",Chrome 88.0.4324.182,Click เลือกแม่บ้านด้วยตนเอง,,2021-02-24 13:54:29,2021-02-24 13:54:32,3.451s,PASSED
"click(findTestObject(""Used/Picking-Maid/button_Picking-maid""))",Chrome 88.0.4324.182,ปุ่มเลือกแม่บ้าน,,2021-02-24 13:54:32,2021-02-24 13:54:33,0.491s,PASSED
"click(findTestObject(""Used/Picking-Maid/img_PMark-Avatar""))",Chrome 88.0.4324.182,รูป avatar P'Mark,,2021-02-24 13:54:33,2021-02-24 13:54:35,1.887s,PASSED
"waitForElementClickable(findTestObject(""Used/Picking-Maid/button_OneTime-PMark""), 60)",Chrome 88.0.4324.182,,,2021-02-24 13:54:35,2021-02-24 13:54:39,3.989s,PASSED
"click(findTestObject(""Used/Picking-Maid/button_OneTime-PMark""))",Chrome 88.0.4324.182,กดจองครั้งเดียว,,2021-02-24 13:54:39,2021-02-24 13:54:39,0.388s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/svg_NextMonth""))",Chrome 88.0.4324.182,เลื่อนเดือน,,2021-02-24 13:54:39,2021-02-24 13:54:46,7.174s,FAILED
,,,,,,,
Test Cases/Login before use a service/12_OTM with Promotion (login before),Chrome 88.0.4324.182,,,2021-02-24 13:54:46,2021-02-24 13:55:54,1m - 7.849s,FAILED
"openBrowser("""")",Chrome 88.0.4324.182,,,2021-02-24 13:54:47,2021-02-24 13:54:49,1.874s,PASSED
"navigateToUrl(""https://uat.bluuu.co/"")",Chrome 88.0.4324.182,,,2021-02-24 13:54:49,2021-02-24 13:54:52,3.468s,PASSED
maximizeWindow(),Chrome 88.0.4324.182,,,2021-02-24 13:54:52,2021-02-24 13:54:52,0.127s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/img_TH_avatar_Not-Login""))",Chrome 88.0.4324.182,,,2021-02-24 13:54:52,2021-02-24 13:54:53,1.111s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/button_ Facebook_Login""))",Chrome 88.0.4324.182,,,2021-02-24 13:54:53,2021-02-24 13:54:54,0.627s,PASSED
"switchToWindowTitle(""Facebook"")",Chrome 88.0.4324.182,,,2021-02-24 13:54:54,2021-02-24 13:54:56,1.716s,PASSED
"setText(findTestObject(""Object Repository/Used/Page-Facebook/input__email""), ""qmkecjunto_1612852822@tfbnw.net"")",Chrome 88.0.4324.182,,,2021-02-24 13:54:56,2021-02-24 13:54:56,0.675s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Used/Page-Facebook/input__pass""), ""gOP7IdE590r7JITAEPMRJQ=="")",Chrome 88.0.4324.182,,,2021-02-24 13:54:56,2021-02-24 13:54:57,0.609s,PASSED
"click(findTestObject(""Object Repository/Used/Page-Facebook/label__loginbutton""))",Chrome 88.0.4324.182,,,2021-02-24 13:54:57,2021-02-24 13:54:57,0.371s,PASSED
delay(7),Chrome 88.0.4324.182,รอให้หน้าเพจโหลดก่อน,,2021-02-24 13:54:57,2021-02-24 13:55:04,7.004s,PASSED
"switchToWindowTitle(""Bluuu - จ้างแม่บ้าน ผู้เชี่ยวชาญเรื่องบ้านที่คุณไว้วางใจได้มากที่สุด"")",Chrome 88.0.4324.182,,,2021-02-24 13:55:04,2021-02-24 13:55:05,0.036s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/a_OneTimeService""))",Chrome 88.0.4324.182,จอง one time,,2021-02-24 13:55:05,2021-02-24 13:55:05,0.354s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/div_RoomType""))",Chrome 88.0.4324.182,place,,2021-02-24 13:55:05,2021-02-24 13:55:08,3.328s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/li_Condo2Bedroom""))",Chrome 88.0.4324.182,condo 2 bedroom,,2021-02-24 13:55:08,2021-02-24 13:55:11,3.081s,PASSED
"setText(findTestObject(""Used/zElement-Bluuu/input_Location""), ""paragon"")",Chrome 88.0.4324.182,,,2021-02-24 13:55:11,2021-02-24 13:55:18,6.617s,PASSED
delay(5),Chrome 88.0.4324.182,,,2021-02-24 13:55:18,2021-02-24 13:55:23,5.004s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/div_Paragon Cineplex""))",Chrome 88.0.4324.182,,,2021-02-24 13:55:23,2021-02-24 13:55:26,3.084s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/div_arrow-down_CleanType""))",Chrome 88.0.4324.182,,,2021-02-24 13:55:26,2021-02-24 13:55:29,2.975s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/li_Clean-and-Laundry""))",Chrome 88.0.4324.182,cleaning and laundry,,2021-02-24 13:55:29,2021-02-24 13:55:32,3.122s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/label_IgotCat""))",Chrome 88.0.4324.182,I got cat,,2021-02-24 13:55:32,2021-02-24 13:55:35,2.917s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/label_IgotDog""))",Chrome 88.0.4324.182,I got dog,,2021-02-24 13:55:35,2021-02-24 13:55:38,3.082s,PASSED
"click(findTestObject(""Used/Picking-Maid/a_Pick-OneTimeManual""))",Chrome 88.0.4324.182,Click เลือกแม่บ้านด้วยตนเอง,,2021-02-24 13:55:38,2021-02-24 13:55:41,3.396s,PASSED
"click(findTestObject(""Used/Picking-Maid/button_Picking-maid""))",Chrome 88.0.4324.182,ปุ่มเลือกแม่บ้าน,,2021-02-24 13:55:41,2021-02-24 13:55:42,0.468s,PASSED
"click(findTestObject(""Used/Picking-Maid/img_PMark-Avatar""))",Chrome 88.0.4324.182,รูป avatar P'Mark,,2021-02-24 13:55:42,2021-02-24 13:55:44,1.892s,PASSED
"click(findTestObject(""Used/Picking-Maid/button_OneTime-PMark""))",Chrome 88.0.4324.182,กดจองครั้งเดียว,,2021-02-24 13:55:44,2021-02-24 13:55:47,3.405s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/svg_NextMonth""))",Chrome 88.0.4324.182,เลื่อนเดือน,,2021-02-24 13:55:47,2021-02-24 13:55:54,6.965s,FAILED
,,,,,,,
Test Cases/Make a service in charge tab (We login after serviced confirming)/17_OTM with Promotion (login before),Chrome 88.0.4324.182,,,2021-02-24 13:55:54,2021-02-24 13:56:59,1m - 4.661s,FAILED
"openBrowser("""")",Chrome 88.0.4324.182,,,2021-02-24 13:55:55,2021-02-24 13:55:57,1.865s,PASSED
maximizeWindow(),Chrome 88.0.4324.182,,,2021-02-24 13:55:57,2021-02-24 13:55:57,0.129s,PASSED
"navigateToUrl(""https://uat.bluuu.co/"")",Chrome 88.0.4324.182,,,2021-02-24 13:55:57,2021-02-24 13:56:01,4.019s,PASSED
"click(findTestObject(""Object Repository/By Case/17/Page_Bluuu -/img_TH_avatar order-3 order-xl-4 ml-4 mt-1""))",Chrome 88.0.4324.182,,,2021-02-24 13:56:01,2021-02-24 13:56:01,0.547s,PASSED
"click(findTestObject(""Object Repository/By Case/17/Page_Bluuu -/button_ Facebook""))",Chrome 88.0.4324.182,,,2021-02-24 13:56:01,2021-02-24 13:56:02,0.608s,PASSED
"switchToWindowTitle(""Facebook"")",Chrome 88.0.4324.182,,,2021-02-24 13:56:02,2021-02-24 13:56:04,1.867s,PASSED
"setText(findTestObject(""Object Repository/By Case/17/Page_Facebook/input__email""), ""qmkecjunto_1612852822@tfbnw.net"")",Chrome 88.0.4324.182,,,2021-02-24 13:56:04,2021-02-24 13:56:05,0.785s,PASSED
"setEncryptedText(findTestObject(""Object Repository/By Case/17/Page_Facebook/input__pass""), ""gOP7IdE590r7JITAEPMRJQ=="")",Chrome 88.0.4324.182,,,2021-02-24 13:56:05,2021-02-24 13:56:05,0.608s,PASSED
"click(findTestObject(""Object Repository/By Case/17/Page_Facebook/label__loginbutton""))",Chrome 88.0.4324.182,,,2021-02-24 13:56:05,2021-02-24 13:56:06,0.349s,PASSED
delay(7),Chrome 88.0.4324.182,,,2021-02-24 13:56:06,2021-02-24 13:56:13,7.003s,PASSED
"switchToWindowTitle(""Bluuu - จ้างแม่บ้าน ผู้เชี่ยวชาญเรื่องบ้านที่คุณไว้วางใจได้มากที่สุด"")",Chrome 88.0.4324.182,,,2021-02-24 13:56:13,2021-02-24 13:56:13,0.033s,PASSED
"click(findTestObject(""Object Repository/By Case/17/Page_Bluuu -/a_""))",Chrome 88.0.4324.182,,,2021-02-24 13:56:13,2021-02-24 13:56:13,0.386s,PASSED
"click(findTestObject(""Object Repository/By Case/17/Page_  Bluuu -/a_""))",Chrome 88.0.4324.182,,,2021-02-24 13:56:13,2021-02-24 13:56:14,1.484s,PASSED
"click(findTestObject(""Object Repository/By Case/17/Page_Bluuu/div__arrow-down""))",Chrome 88.0.4324.182,,,2021-02-24 13:56:14,2021-02-24 13:56:18,3.313s,PASSED
"click(findTestObject(""Object Repository/By Case/17/Page_Bluuu/li_ 2""))",Chrome 88.0.4324.182,,,2021-02-24 13:56:18,2021-02-24 13:56:21,3.139s,PASSED
"click(findTestObject(""Object Repository/By Case/17/Page_Bluuu/div__arrow-down_1""))",Chrome 88.0.4324.182,,,2021-02-24 13:56:21,2021-02-24 13:56:21,0.507s,PASSED
"click(findTestObject(""Object Repository/By Case/17/Page_Bluuu/li_""))",Chrome 88.0.4324.182,,,2021-02-24 13:56:21,2021-02-24 13:56:22,0.404s,PASSED
"click(findTestObject(""Object Repository/By Case/17/Page_Bluuu/div__arrow-down_1_2""))",Chrome 88.0.4324.182,,,2021-02-24 13:56:22,2021-02-24 13:56:23,0.866s,PASSED
"click(findTestObject(""Object Repository/By Case/17/Page_Bluuu/li_2""))",Chrome 88.0.4324.182,,,2021-02-24 13:56:23,2021-02-24 13:56:23,0.369s,PASSED
"click(findTestObject(""Object Repository/By Case/17/Page_Bluuu/a_""))",Chrome 88.0.4324.182,,,2021-02-24 13:56:23,2021-02-24 13:56:26,3.307s,PASSED
"click(findTestObject(""Object Repository/By Case/17/Page_Bluuu/button_""))",Chrome 88.0.4324.182,,,2021-02-24 13:56:26,2021-02-24 13:56:27,0.453s,PASSED
"click(findTestObject(""Object Repository/By Case/17/Page_Bluuu/img__avatar md""))",Chrome 88.0.4324.182,,,2021-02-24 13:56:27,2021-02-24 13:56:29,1.887s,PASSED
"waitForElementClickable(findTestObject(""By Case/18/Page_Bluuu/img__mr-2""), 30)",Chrome 88.0.4324.182,,,2021-02-24 13:56:29,2021-02-24 13:56:32,3.116s,PASSED
"click(findTestObject(""Object Repository/By Case/18/Page_Bluuu/img__mr-2""))",Chrome 88.0.4324.182,,,2021-02-24 13:56:32,2021-02-24 13:56:33,0.952s,PASSED
"click(findTestObject(""Object Repository/By Case/18/Page_Bluuu/svg__vc-svg-icon""))",Chrome 88.0.4324.182,,,2021-02-24 13:56:33,2021-02-24 13:56:35,1.961s,PASSED
"click(findTestObject(""Object Repository/By Case/18/Page_Bluuu/svg__vc-svg-icon""))",Chrome 88.0.4324.182,,,2021-02-24 13:56:35,2021-02-24 13:56:35,0.744s,PASSED
"click(findTestObject(""By Case/Date/Page_Bluuu/span_M4D21""))",Chrome 88.0.4324.182,,,2021-02-24 13:56:35,2021-02-24 13:56:39,3.144s,PASSED
"click(findTestObject(""Object Repository/By Case/17/Page_Bluuu/div__arrow-down_1_2_3""))",Chrome 88.0.4324.182,,,2021-02-24 13:56:39,2021-02-24 13:56:41,2.893s,PASSED
"click(findTestObject(""Object Repository/By Case/17/Page_Bluuu/li_0700""))",Chrome 88.0.4324.182,,,2021-02-24 13:56:41,2021-02-24 13:56:45,3.129s,PASSED
"click(findTestObject(""Object Repository/By Case/17/Page_Bluuu/span_""))",Chrome 88.0.4324.182,,,2021-02-24 13:56:45,2021-02-24 13:56:45,0.492s,PASSED
"setText(findTestObject(""Object Repository/By Case/17/Page_Bluuu/input____BVID__561""), ""paragon"")",Chrome 88.0.4324.182,,,2021-02-24 13:56:45,2021-02-24 13:56:52,6.567s,PASSED
"click(findTestObject(""Object Repository/By Case/17/Page_Bluuu/div_Paragon Cineplex""))",Chrome 88.0.4324.182,,,2021-02-24 13:56:52,2021-02-24 13:56:55,3.079s,PASSED
"click(findTestObject(""Object Repository/By Case/17/Page_Bluuu/button__1_2""))",Chrome 88.0.4324.182,,,2021-02-24 13:56:55,2021-02-24 13:56:55,0.357s,PASSED
"setText(findTestObject(""Object Repository/By Case/17/Page_Bluuu/input____BVID__919""), ""WELCOME30"")",Chrome 88.0.4324.182,,,2021-02-24 13:56:55,2021-02-24 13:56:59,3.772s,FAILED
,,,,,,,
Test Cases/Make a service in charge tab (We login after serviced confirming)/18_Normal OTM (login before),Chrome 88.0.4324.182,,,2021-02-24 13:56:59,2021-02-24 13:58:10,1m - 11.475s,FAILED
"openBrowser("""")",Chrome 88.0.4324.182,,,2021-02-24 13:56:59,2021-02-24 13:57:01,1.799s,PASSED
maximizeWindow(),Chrome 88.0.4324.182,,,2021-02-24 13:57:01,2021-02-24 13:57:01,0.126s,PASSED
"navigateToUrl(""https://uat.bluuu.co/"")",Chrome 88.0.4324.182,,,2021-02-24 13:57:01,2021-02-24 13:57:09,7.621s,PASSED
"click(findTestObject(""Object Repository/By Case/18/Page_Bluuu -/img_TH_avatar order-3 order-xl-4 ml-4 mt-1""))",Chrome 88.0.4324.182,,,2021-02-24 13:57:09,2021-02-24 13:57:09,0.540s,PASSED
"click(findTestObject(""Object Repository/By Case/18/Page_Bluuu -/button_ Facebook""))",Chrome 88.0.4324.182,,,2021-02-24 13:57:09,2021-02-24 13:57:10,0.541s,PASSED
"switchToWindowTitle(""Facebook"")",Chrome 88.0.4324.182,,,2021-02-24 13:57:10,2021-02-24 13:57:12,1.697s,PASSED
"setText(findTestObject(""Object Repository/By Case/18/Page_Facebook/input__email""), ""qmkecjunto_1612852822@tfbnw.net"")",Chrome 88.0.4324.182,,,2021-02-24 13:57:12,2021-02-24 13:57:13,0.786s,PASSED
"setEncryptedText(findTestObject(""Object Repository/By Case/18/Page_Facebook/input__pass""), ""gOP7IdE590r7JITAEPMRJQ=="")",Chrome 88.0.4324.182,,,2021-02-24 13:57:13,2021-02-24 13:57:13,0.615s,PASSED
"click(findTestObject(""Object Repository/By Case/18/Page_Facebook/label__loginbutton""))",Chrome 88.0.4324.182,,,2021-02-24 13:57:13,2021-02-24 13:57:13,0.366s,PASSED
delay(7),Chrome 88.0.4324.182,,,2021-02-24 13:57:13,2021-02-24 13:57:20,7.001s,PASSED
"switchToWindowTitle(""Bluuu - จ้างแม่บ้าน ผู้เชี่ยวชาญเรื่องบ้านที่คุณไว้วางใจได้มากที่สุด"")",Chrome 88.0.4324.182,,,2021-02-24 13:57:20,2021-02-24 13:57:21,0.021s,PASSED
"click(findTestObject(""Object Repository/By Case/18/Page_Bluuu -/a_""))",Chrome 88.0.4324.182,,,2021-02-24 13:57:21,2021-02-24 13:57:21,0.345s,PASSED
"click(findTestObject(""Object Repository/By Case/18/Page_  Bluuu -/a_""))",Chrome 88.0.4324.182,,,2021-02-24 13:57:21,2021-02-24 13:57:22,1.439s,PASSED
"click(findTestObject(""Object Repository/By Case/18/Page_Bluuu/div__arrow-down""))",Chrome 88.0.4324.182,,,2021-02-24 13:57:22,2021-02-24 13:57:26,3.692s,PASSED
"click(findTestObject(""Object Repository/By Case/18/Page_Bluuu/li_ 1""))",Chrome 88.0.4324.182,,,2021-02-24 13:57:26,2021-02-24 13:57:29,3.109s,PASSED
"click(findTestObject(""Object Repository/By Case/18/Page_Bluuu/div__arrow-down_1""))",Chrome 88.0.4324.182,,,2021-02-24 13:57:29,2021-02-24 13:57:30,0.468s,PASSED
"click(findTestObject(""Object Repository/By Case/18/Page_Bluuu/li_""))",Chrome 88.0.4324.182,,,2021-02-24 13:57:30,2021-02-24 13:57:30,0.382s,PASSED
"click(findTestObject(""Object Repository/By Case/18/Page_Bluuu/div__arrow-down_1_2""))",Chrome 88.0.4324.182,,,2021-02-24 13:57:30,2021-02-24 13:57:31,1.409s,PASSED
"click(findTestObject(""Object Repository/By Case/18/Page_Bluuu/li_3""))",Chrome 88.0.4324.182,,,2021-02-24 13:57:31,2021-02-24 13:57:32,0.373s,PASSED
"setText(findTestObject(""Object Repository/By Case/18/Page_Bluuu/input____BVID__288""), ""paragon"")",Chrome 88.0.4324.182,,,2021-02-24 13:57:32,2021-02-24 13:57:38,6.703s,PASSED
"click(findTestObject(""Object Repository/By Case/18/Page_Bluuu/div_Paragon Cineplex""))",Chrome 88.0.4324.182,,,2021-02-24 13:57:38,2021-02-24 13:57:42,3.144s,PASSED
"click(findTestObject(""Object Repository/By Case/18/Page_Bluuu/a_""))",Chrome 88.0.4324.182,,,2021-02-24 13:57:42,2021-02-24 13:57:45,3.383s,PASSED
"click(findTestObject(""Object Repository/By Case/18/Page_Bluuu/button_""))",Chrome 88.0.4324.182,,,2021-02-24 13:57:45,2021-02-24 13:57:45,0.480s,PASSED
"click(findTestObject(""Object Repository/By Case/18/Page_Bluuu/img__avatar md""))",Chrome 88.0.4324.182,,,2021-02-24 13:57:45,2021-02-24 13:57:47,1.577s,PASSED
"waitForElementClickable(findTestObject(""By Case/18/Page_Bluuu/img__mr-2""), 30)",Chrome 88.0.4324.182,,,2021-02-24 13:57:47,2021-02-24 13:57:50,3.213s,PASSED
"click(findTestObject(""Object Repository/By Case/18/Page_Bluuu/img__mr-2""))",Chrome 88.0.4324.182,,,2021-02-24 13:57:50,2021-02-24 13:57:51,0.403s,PASSED
"click(findTestObject(""Object Repository/By Case/18/Page_Bluuu/svg__vc-svg-icon""))",Chrome 88.0.4324.182,,,2021-02-24 13:57:51,2021-02-24 13:57:52,1.574s,PASSED
"click(findTestObject(""Object Repository/By Case/18/Page_Bluuu/svg__vc-svg-icon""))",Chrome 88.0.4324.182,,,2021-02-24 13:57:52,2021-02-24 13:57:53,1.181s,PASSED
"click(findTestObject(""By Case/Date/Page_Bluuu/span_M4D22""))",Chrome 88.0.4324.182,,,2021-02-24 13:57:53,2021-02-24 13:57:56,3.103s,PASSED
"click(findTestObject(""Object Repository/By Case/18/Page_Bluuu/div__arrow-down_1_2_3""))",Chrome 88.0.4324.182,,,2021-02-24 13:57:56,2021-02-24 13:58:00,3.079s,PASSED
"click(findTestObject(""Object Repository/By Case/18/Page_Bluuu/li_0700""))",Chrome 88.0.4324.182,,,2021-02-24 13:58:00,2021-02-24 13:58:03,3.045s,PASSED
"click(findTestObject(""Object Repository/By Case/18/Page_Bluuu/span_""))",Chrome 88.0.4324.182,,,2021-02-24 13:58:03,2021-02-24 13:58:03,0.488s,PASSED
"click(findTestObject(""Object Repository/By Case/18/Page_Bluuu/button__1""))",Chrome 88.0.4324.182,,,2021-02-24 13:58:03,2021-02-24 13:58:03,0.377s,PASSED
"click(findTestObject(""Object Repository/By Case/18/Page_Bluuu/button__1_2""))",Chrome 88.0.4324.182,,,2021-02-24 13:58:03,2021-02-24 13:58:04,0.345s,PASSED
"click(findTestObject(""Object Repository/By Case/15/Page_/a_""))",Chrome 88.0.4324.182,,,2021-02-24 13:58:04,2021-02-24 13:58:10,6.528s,FAILED
