Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Used/Page-Facebook/label__loginbutton""))",Chrome 88.0.4324.182,,,2021-02-24 13:41:21,2021-02-24 13:41:22,0.372s,PASSED
delay(7),Chrome 88.0.4324.182,รอให้หน้าเพจโหลดก่อน,,2021-02-24 13:41:22,2021-02-24 13:41:29,7.002s,PASSED
"switchToWindowTitle(""Bluuu - จ้างแม่บ้าน ผู้เชี่ยวชาญเรื่องบ้านที่คุณไว้วางใจได้มากที่สุด"")",Chrome 88.0.4324.182,,,2021-02-24 13:41:29,2021-02-24 13:41:29,0.028s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/a_OneTimeService""))",Chrome 88.0.4324.182,จอง one time,,2021-02-24 13:41:29,2021-02-24 13:41:29,0.384s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/svg_NextMonth""))",Chrome 88.0.4324.182,เลื่อนเดือน,,2021-02-24 13:41:29,2021-02-24 13:41:30,1.265s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/span_M3D23""))",Chrome 88.0.4324.182,วันที่ 23 เดือน 3,,2021-02-24 13:41:30,2021-02-24 13:41:33,3.161s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/div_StartTime""))",Chrome 88.0.4324.182,เวลาเริ่มงาน,,2021-02-24 13:41:33,2021-02-24 13:41:37,3.104s,PASSED
"click(findTestObject(""Used/Page_Bluuu/li_0630""))",Chrome 88.0.4324.182,,,2021-02-24 13:41:37,2021-02-24 13:41:40,3.185s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/div_RoomType""))",Chrome 88.0.4324.182,place,,2021-02-24 13:41:40,2021-02-24 13:41:43,2.895s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/li_Condo2Bedroom""))",Chrome 88.0.4324.182,condo 2 bedroom,,2021-02-24 13:41:43,2021-02-24 13:41:46,3.018s,PASSED
"setText(findTestObject(""Used/zElement-Bluuu/input_Location""), ""paragon"")",Chrome 88.0.4324.182,,,2021-02-24 13:41:46,2021-02-24 13:41:52,6.398s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/div_Paragon Cineplex""))",Chrome 88.0.4324.182,,,2021-02-24 13:41:52,2021-02-24 13:41:55,3.034s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/div_Duration""))",Chrome 88.0.4324.182,กำหนด duration,,2021-02-24 13:41:55,2021-02-24 13:41:58,2.956s,PASSED
delay(1),Chrome 88.0.4324.182,,,2021-02-24 13:41:58,2021-02-24 13:41:59,1.002s,PASSED
"click(findTestObject(""Used/Page_Bluuu/li_3 hours""))",Chrome 88.0.4324.182,,,2021-02-24 13:41:59,2021-02-24 13:42:02,3.034s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/div_arrow-down_CleanType""))",Chrome 88.0.4324.182,,,2021-02-24 13:42:02,2021-02-24 13:42:05,2.862s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/li_Clean-and-Laundry""))",Chrome 88.0.4324.182,cleaning and laundry,,2021-02-24 13:42:05,2021-02-24 13:42:08,3.105s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/label_IgotCat""))",Chrome 88.0.4324.182,I got cat,,2021-02-24 13:42:08,2021-02-24 13:42:11,3.005s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/label_IgotDog""))",Chrome 88.0.4324.182,I got dog,,2021-02-24 13:42:11,2021-02-24 13:42:14,3.120s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/span_I Accept""))",Chrome 88.0.4324.182,ฉันยอมรับ,,2021-02-24 13:42:14,2021-02-24 13:42:15,0.400s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/button_BookNow""))",Chrome 88.0.4324.182,ไปหน้า Booking Summary,,2021-02-24 13:42:15,2021-02-24 13:42:15,0.480s,PASSED
"setText(findTestObject(""Used/zElement-Bluuu/input_Promotion-Code""), ""WELCOME30"")",Chrome 88.0.4324.182,ใส่รหัสโปรโมชัน,,2021-02-24 13:42:15,2021-02-24 13:42:23,7.611s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/button_Use-Promotion-Code""))",Chrome 88.0.4324.182,ใช้งานคูปอง,,2021-02-24 13:42:23,2021-02-24 13:42:23,0.383s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/button_Confirming-From-Promotion""))",Chrome 88.0.4324.182,,,2021-02-24 13:42:23,2021-02-24 13:42:23,0.497s,PASSED
"click(findTestObject(""Used/Page-Payment/a_ClckPromptPay""))",Chrome 88.0.4324.182,Promptpay click,,2021-02-24 13:42:23,2021-02-24 13:42:27,3.700s,PASSED
"setText(findTestObject(""Used/Page-Payment/input_TxtPromptPayName""), ""test"")",Chrome 88.0.4324.182,ใส่ชื่อนามสกุล,,2021-02-24 13:42:27,2021-02-24 13:42:28,0.805s,PASSED
"click(findTestObject(""Used/Page-Payment/input_BtnPromptPaySubmit""))",Chrome 88.0.4324.182,,,2021-02-24 13:42:28,2021-02-24 13:42:28,0.430s,PASSED
"waitForElementClickable(findTestObject(""Used/zElement-Bluuu/button_MyPayment""), 360)",Chrome 88.0.4324.182,,,2021-02-24 13:42:28,2021-02-24 13:43:11,42.799s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/button_MyPayment""))",Chrome 88.0.4324.182,button click หลังจากนี้คงรอแหละ,,2021-02-24 13:43:11,2021-02-24 13:43:13,1.307s,PASSED
"get_dura = getText(findTestObject(""Object Repository/Used/zElement-Bluuu/Page_Bluuu/dura""))",Chrome 88.0.4324.182,,,2021-02-24 13:43:13,2021-02-24 13:43:16,3.066s,PASSED
"get_start = getText(findTestObject(""Object Repository/Used/zElement-Bluuu/Page_Bluuu/start""))",Chrome 88.0.4324.182,,,2021-02-24 13:43:16,2021-02-24 13:43:19,3.035s,PASSED
"if (get_dura == ""ครั้งเดียว: 3 ชม."")",Chrome 88.0.4324.182,,,2021-02-24 13:43:19,2021-02-24 13:43:19,0.001s,PASSED
"if (get_start == ""23 มี.ค. 2021, 06:30"")",Chrome 88.0.4324.182,,,2021-02-24 13:43:19,2021-02-24 13:43:19,0.000s,PASSED
if (a + b == 2),Chrome 88.0.4324.182,,,2021-02-24 13:43:19,2021-02-24 13:43:19,0.723s,PASSED
,,,,,,,
Test Cases/Make a service in charge tab (We login after serviced confirming)/15_OTA with Promotion (login before),Chrome 88.0.4324.182,,,2021-02-24 13:43:19,2021-02-24 13:45:09,1m - 49.896s,PASSED
"openBrowser("""")",Chrome 88.0.4324.182,,,2021-02-24 13:43:20,2021-02-24 13:43:21,1.114s,PASSED
maximizeWindow(),Chrome 88.0.4324.182,,,2021-02-24 13:43:21,2021-02-24 13:43:21,0.122s,PASSED
"navigateToUrl(""https://uat.bluuu.co/"")",Chrome 88.0.4324.182,,,2021-02-24 13:43:21,2021-02-24 13:43:27,5.503s,PASSED
"click(findTestObject(""Object Repository/By Case/15/Page_Bluuu -/img_TH_avatar order-3 order-xl-4 ml-4 mt-1""))",Chrome 88.0.4324.182,,,2021-02-24 13:43:27,2021-02-24 13:43:27,0.523s,PASSED
"click(findTestObject(""Object Repository/By Case/15/Page_Bluuu -/button_ Facebook""))",Chrome 88.0.4324.182,,,2021-02-24 13:43:27,2021-02-24 13:43:28,0.544s,PASSED
"switchToWindowTitle(""Facebook"")",Chrome 88.0.4324.182,,,2021-02-24 13:43:28,2021-02-24 13:43:29,1.561s,PASSED
"setText(findTestObject(""Object Repository/By Case/15/Page_Facebook/input__email""), ""qmkecjunto_1612852822@tfbnw.net"")",Chrome 88.0.4324.182,,,2021-02-24 13:43:29,2021-02-24 13:43:30,0.750s,PASSED
"setEncryptedText(findTestObject(""Object Repository/By Case/15/Page_Facebook/input__pass""), ""gOP7IdE590r7JITAEPMRJQ=="")",Chrome 88.0.4324.182,,,2021-02-24 13:43:30,2021-02-24 13:43:31,0.702s,PASSED
"sendKeys(findTestObject(""Object Repository/By Case/15/Page_Facebook/input__pass""), Keys.chord(ENTER))",Chrome 88.0.4324.182,,,2021-02-24 13:43:31,2021-02-24 13:43:31,0.352s,PASSED
"switchToWindowTitle(""Bluuu - จ้างแม่บ้าน ผู้เชี่ยวชาญเรื่องบ้านที่คุณไว้วางใจได้มากที่สุด"")",Chrome 88.0.4324.182,,,2021-02-24 13:43:31,2021-02-24 13:43:31,0.032s,PASSED
delay(5),Chrome 88.0.4324.182,,,2021-02-24 13:43:31,2021-02-24 13:43:36,5.003s,PASSED
"click(findTestObject(""Object Repository/By Case/15/Page_Bluuu -/a_""))",Chrome 88.0.4324.182,,,2021-02-24 13:43:36,2021-02-24 13:43:36,0.373s,PASSED
"click(findTestObject(""Object Repository/By Case/15/Page_  Bluuu -/a_""))",Chrome 88.0.4324.182,,,2021-02-24 13:43:36,2021-02-24 13:43:38,1.405s,PASSED
"click(findTestObject(""Object Repository/By Case/15/Page_Bluuu/div__arrow-down""))",Chrome 88.0.4324.182,,,2021-02-24 13:43:38,2021-02-24 13:43:41,3.162s,PASSED
"click(findTestObject(""Object Repository/By Case/15/Page_Bluuu/li_ 2""))",Chrome 88.0.4324.182,,,2021-02-24 13:43:41,2021-02-24 13:43:44,3.174s,PASSED
"click(findTestObject(""Object Repository/By Case/15/Page_Bluuu/div__arrow-down_1""))",Chrome 88.0.4324.182,,,2021-02-24 13:43:44,2021-02-24 13:43:47,3.007s,PASSED
"click(findTestObject(""Object Repository/By Case/15/Page_Bluuu/li_""))",Chrome 88.0.4324.182,,,2021-02-24 13:43:47,2021-02-24 13:43:50,3.117s,PASSED
"click(findTestObject(""Object Repository/By Case/15/Page_Bluuu/div__arrow-down_1_2""))",Chrome 88.0.4324.182,,,2021-02-24 13:43:50,2021-02-24 13:43:53,2.942s,PASSED
"click(findTestObject(""Object Repository/By Case/15/Page_Bluuu/li_2""))",Chrome 88.0.4324.182,,,2021-02-24 13:43:53,2021-02-24 13:43:56,3.043s,PASSED
"click(findTestObject(""Object Repository/By Case/15/Page_Bluuu/svg__vc-svg-icon""))",Chrome 88.0.4324.182,,,2021-02-24 13:43:56,2021-02-24 13:43:57,0.768s,PASSED
"click(findTestObject(""Object Repository/By Case/15/Page_Bluuu/svg__vc-svg-icon""))",Chrome 88.0.4324.182,,,2021-02-24 13:43:57,2021-02-24 13:43:58,0.688s,PASSED
"click(findTestObject(""Object Repository/By Case/15/Page_Bluuu/span_25""))",Chrome 88.0.4324.182,,,2021-02-24 13:43:58,2021-02-24 13:44:01,3.026s,PASSED
"click(findTestObject(""Object Repository/By Case/15/Page_Bluuu/div__arrow-down_1_2_3""))",Chrome 88.0.4324.182,,,2021-02-24 13:44:01,2021-02-24 13:44:04,3.016s,PASSED
"click(findTestObject(""Object Repository/By Case/15/Page_Bluuu/li_0700""))",Chrome 88.0.4324.182,,,2021-02-24 13:44:04,2021-02-24 13:44:07,3.157s,PASSED
"click(findTestObject(""Object Repository/By Case/15/Page_Bluuu/label_""))",Chrome 88.0.4324.182,,,2021-02-24 13:44:07,2021-02-24 13:44:10,3.021s,PASSED
"click(findTestObject(""Object Repository/By Case/15/Page_Bluuu/label__1""))",Chrome 88.0.4324.182,,,2021-02-24 13:44:10,2021-02-24 13:44:13,3.205s,PASSED
"click(findTestObject(""Object Repository/By Case/15/Page_Bluuu/span_""))",Chrome 88.0.4324.182,,,2021-02-24 13:44:13,2021-02-24 13:44:14,0.394s,PASSED
"setText(findTestObject(""Object Repository/By Case/15/Page_Bluuu/input____BVID__288""), ""paragon"")",Chrome 88.0.4324.182,,,2021-02-24 13:44:14,2021-02-24 13:44:20,6.727s,PASSED
"click(findTestObject(""Object Repository/By Case/15/Page_Bluuu/div_Paragon Cineplex""))",Chrome 88.0.4324.182,,,2021-02-24 13:44:20,2021-02-24 13:44:23,3.158s,PASSED
"click(findTestObject(""Object Repository/By Case/15/Page_Bluuu/button_""))",Chrome 88.0.4324.182,,,2021-02-24 13:44:23,2021-02-24 13:44:24,0.476s,PASSED
"setText(findTestObject(""Object Repository/By Case/15/Page_Bluuu/input____BVID__444""), ""WELCOME30"")",Chrome 88.0.4324.182,,,2021-02-24 13:44:24,2021-02-24 13:44:31,6.599s,PASSED
"click(findTestObject(""Object Repository/By Case/15/Page_Bluuu/button__1""))",Chrome 88.0.4324.182,,,2021-02-24 13:44:31,2021-02-24 13:44:31,0.383s,PASSED
"click(findTestObject(""Object Repository/By Case/15/Page_Bluuu/button__1_2""))",Chrome 88.0.4324.182,,,2021-02-24 13:44:31,2021-02-24 13:44:31,0.473s,PASSED
"click(findTestObject(""Object Repository/By Case/15/Page_/a_""))",Chrome 88.0.4324.182,,,2021-02-24 13:44:31,2021-02-24 13:44:35,3.173s,PASSED
"setText(findTestObject(""Object Repository/By Case/15/Page_/input__ctl00mainTxtPromptPayName""), ""test"")",Chrome 88.0.4324.182,,,2021-02-24 13:44:35,2021-02-24 13:44:35,0.853s,PASSED
"click(findTestObject(""Object Repository/By Case/15/Page_/input__ctl00mainBtnPromptPaySubmit""))",Chrome 88.0.4324.182,,,2021-02-24 13:44:35,2021-02-24 13:44:36,0.396s,PASSED
"waitForElementClickable(findTestObject(""Used/zElement-Bluuu/button_MyPayment""), 360)",Chrome 88.0.4324.182,,,2021-02-24 13:44:36,2021-02-24 13:45:05,29.587s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/button_MyPayment""))",Chrome 88.0.4324.182,,,2021-02-24 13:45:05,2021-02-24 13:45:07,1.378s,PASSED
"get_dura = getText(findTestObject(""Object Repository/By Case/15/Page_Bluuu/td_ 2""))",Chrome 88.0.4324.182,,,2021-02-24 13:45:07,2021-02-24 13:45:08,1.389s,PASSED
"get_start = getText(findTestObject(""Object Repository/By Case/15/Page_Bluuu/td_25 .. 2021, 0700""))",Chrome 88.0.4324.182,,,2021-02-24 13:45:08,2021-02-24 13:45:09,0.342s,PASSED
"if (get_dura == ""ครั้งเดียว: 2 ชม."")",Chrome 88.0.4324.182,,,2021-02-24 13:45:09,2021-02-24 13:45:09,0.001s,PASSED
"if (get_start == ""25 เม.ย. 2021, 07:00"")",Chrome 88.0.4324.182,,,2021-02-24 13:45:09,2021-02-24 13:45:09,0.001s,PASSED
if (a + b == 2),Chrome 88.0.4324.182,,,2021-02-24 13:45:09,2021-02-24 13:45:09,0.740s,PASSED
,,,,,,,
Test Cases/Make a service in charge tab (We login after serviced confirming)/16_Normal OTA (login before),Chrome 88.0.4324.182,,,2021-02-24 13:45:09,2021-02-24 13:46:04,55.176s,FAILED
"openBrowser("""")",Chrome 88.0.4324.182,,,2021-02-24 13:45:10,2021-02-24 13:45:11,1.110s,PASSED
maximizeWindow(),Chrome 88.0.4324.182,,,2021-02-24 13:45:11,2021-02-24 13:45:11,0.122s,PASSED
"navigateToUrl(""https://uat.bluuu.co/"")",Chrome 88.0.4324.182,,,2021-02-24 13:45:11,2021-02-24 13:45:14,2.623s,PASSED
"click(findTestObject(""Object Repository/By Case/16/Page_Bluuu -/img_TH_avatar order-3 order-xl-4 ml-4 mt-1""))",Chrome 88.0.4324.182,,,2021-02-24 13:45:14,2021-02-24 13:45:15,1.260s,PASSED
"click(findTestObject(""Object Repository/By Case/16/Page_Bluuu -/button_ Facebook""))",Chrome 88.0.4324.182,,,2021-02-24 13:45:15,2021-02-24 13:45:15,0.565s,PASSED
"switchToWindowTitle(""Facebook"")",Chrome 88.0.4324.182,,,2021-02-24 13:45:15,2021-02-24 13:45:17,1.905s,PASSED
"setText(findTestObject(""Object Repository/By Case/16/Page_Facebook/input__email""), ""qmkecjunto_1612852822@tfbnw.net"")",Chrome 88.0.4324.182,,,2021-02-24 13:45:17,2021-02-24 13:45:18,0.661s,PASSED
"setEncryptedText(findTestObject(""Object Repository/By Case/16/Page_Facebook/input__pass""), ""gOP7IdE590r7JITAEPMRJQ=="")",Chrome 88.0.4324.182,,,2021-02-24 13:45:18,2021-02-24 13:45:18,0.491s,PASSED
"click(findTestObject(""Object Repository/By Case/16/Page_Facebook/label__loginbutton""))",Chrome 88.0.4324.182,,,2021-02-24 13:45:18,2021-02-24 13:45:19,0.342s,PASSED
delay(7),Chrome 88.0.4324.182,,,2021-02-24 13:45:19,2021-02-24 13:45:26,7.002s,PASSED
"switchToWindowTitle(""Bluuu - จ้างแม่บ้าน ผู้เชี่ยวชาญเรื่องบ้านที่คุณไว้วางใจได้มากที่สุด"")",Chrome 88.0.4324.182,,,2021-02-24 13:45:26,2021-02-24 13:45:26,0.032s,PASSED
"click(findTestObject(""Object Repository/By Case/16/Page_Bluuu -/a_""))",Chrome 88.0.4324.182,,,2021-02-24 13:45:26,2021-02-24 13:45:26,0.346s,PASSED
"click(findTestObject(""Object Repository/By Case/16/Page_  Bluuu -/a_""))",Chrome 88.0.4324.182,,,2021-02-24 13:45:26,2021-02-24 13:45:28,1.472s,PASSED
"click(findTestObject(""Object Repository/By Case/16/Page_Bluuu/svg__vc-svg-icon""))",Chrome 88.0.4324.182,,,2021-02-24 13:45:28,2021-02-24 13:45:29,1.169s,PASSED
"click(findTestObject(""Object Repository/By Case/16/Page_Bluuu/svg__vc-svg-icon""))",Chrome 88.0.4324.182,,,2021-02-24 13:45:29,2021-02-24 13:45:30,0.816s,PASSED
"click(findTestObject(""Object Repository/By Case/16/Page_Bluuu/span_25""))",Chrome 88.0.4324.182,,,2021-02-24 13:45:30,2021-02-24 13:45:33,2.966s,PASSED
"click(findTestObject(""Object Repository/By Case/16/Page_Bluuu/div__arrow-down""))",Chrome 88.0.4324.182,,,2021-02-24 13:45:33,2021-02-24 13:45:36,3.017s,PASSED
"click(findTestObject(""Object Repository/By Case/16/Page_Bluuu/li_0730""))",Chrome 88.0.4324.182,,,2021-02-24 13:45:36,2021-02-24 13:45:39,3.083s,PASSED
"click(findTestObject(""Object Repository/By Case/16/Page_Bluuu/div__arrow-down_1""))",Chrome 88.0.4324.182,,,2021-02-24 13:45:39,2021-02-24 13:45:39,0.514s,PASSED
"click(findTestObject(""Object Repository/By Case/16/Page_Bluuu/li_3""))",Chrome 88.0.4324.182,,,2021-02-24 13:45:39,2021-02-24 13:45:40,0.377s,PASSED
"setText(findTestObject(""Object Repository/By Case/16/Page_Bluuu/input____BVID__288""), ""paragon"")",Chrome 88.0.4324.182,,,2021-02-24 13:45:40,2021-02-24 13:45:46,6.569s,PASSED
"click(findTestObject(""Object Repository/By Case/16/Page_Bluuu/div_Paragon Cineplex""))",Chrome 88.0.4324.182,,,2021-02-24 13:45:46,2021-02-24 13:45:49,3.002s,PASSED
"click(findTestObject(""Object Repository/By Case/16/Page_Bluuu/div__arrow-down_1_2""))",Chrome 88.0.4324.182,,,2021-02-24 13:45:49,2021-02-24 13:45:52,3.078s,PASSED
