Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
delay(1),Chrome 88.0.4324.182,,,2021-02-23 10:50:12,2021-02-23 10:50:13,1.003s,PASSED
"click(findTestObject(""Used/Page_Bluuu/li_3 hours""))",Chrome 88.0.4324.182,,,2021-02-23 10:50:13,2021-02-23 10:50:45,31.448s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/div_arrow-down_CleanType""))",Chrome 88.0.4324.182,,,2021-02-23 10:50:45,2021-02-23 10:50:46,0.762s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/li_Clean-and-Laundry""))",Chrome 88.0.4324.182,cleaning and laundry,,2021-02-23 10:50:46,2021-02-23 10:50:46,0.360s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/label_IgotCat""))",Chrome 88.0.4324.182,I got cat,,2021-02-23 10:50:46,2021-02-23 10:50:46,0.481s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/label_IgotDog""))",Chrome 88.0.4324.182,I got dog,,2021-02-23 10:50:46,2021-02-23 10:50:47,0.361s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/span_I Accept""))",Chrome 88.0.4324.182,ฉันยอมรับ,,2021-02-23 10:50:47,2021-02-23 10:50:47,0.367s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/button_BookNow""))",Chrome 88.0.4324.182,,,2021-02-23 10:50:47,2021-02-23 10:50:48,0.459s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/button_ConfirmBookNow""))",Chrome 88.0.4324.182,,,2021-02-23 10:50:48,2021-02-23 10:50:50,2.658s,FAILED
,,,,,,,
Test Cases/Login before use a service/10_OTA with Promotion (login before),Chrome 88.0.4324.182,,,2021-02-23 10:50:50,2021-02-23 10:51:00,10.057s,FAILED
"openBrowser("""")",Chrome 88.0.4324.182,,,2021-02-23 10:50:51,2021-02-23 10:50:52,1.783s,PASSED
"navigateToUrl(""https://uat.bluuu.co/"")",Chrome 88.0.4324.182,,,2021-02-23 10:50:52,2021-02-23 10:50:59,6.310s,PASSED
maximizeWindow(),Chrome 88.0.4324.182,,,2021-02-23 10:50:59,2021-02-23 10:50:59,0.135s,PASSED
"click(findTestObject(""Object Repository/zElement-Bluuu/img_TH_avatar_Not-Login""))",Chrome 88.0.4324.182,,,2021-02-23 10:50:59,2021-02-23 10:51:00,1.419s,FAILED
