Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Used/Page_Bluuu/li_0630""))",Chrome 88.0.4324.182,,,2021-02-23 10:04:46,2021-02-23 10:04:46,0.489s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/div_RoomType""))",Chrome 88.0.4324.182,place,,2021-02-23 10:04:46,2021-02-23 10:04:47,0.461s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/li_Condo2Bedroom""))",Chrome 88.0.4324.182,condo 2 bedroom,,2021-02-23 10:04:47,2021-02-23 10:04:47,0.394s,PASSED
"setText(findTestObject(""Used/zElement-Bluuu/input_Location""), ""paragon"")",Chrome 88.0.4324.182,,,2021-02-23 10:04:47,2021-02-23 10:04:48,0.876s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/div_Paragon Cineplex""))",Chrome 88.0.4324.182,,,2021-02-23 10:04:48,2021-02-23 10:04:48,0.509s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/div_Duration""))",Chrome 88.0.4324.182,กำหนด duration,,2021-02-23 10:04:48,2021-02-23 10:04:49,0.524s,PASSED
delay(1),Chrome 88.0.4324.182,,,2021-02-23 10:04:49,2021-02-23 10:04:50,1.005s,PASSED
"click(findTestObject(""Used/Page_Bluuu/li_3 hours""))",Chrome 88.0.4324.182,,,2021-02-23 10:04:50,2021-02-23 10:05:22,31.613s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/div_arrow-down_CleanType""))",Chrome 88.0.4324.182,,,2021-02-23 10:05:22,2021-02-23 10:05:22,0.745s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/li_Clean-and-Laundry""))",Chrome 88.0.4324.182,cleaning and laundry,,2021-02-23 10:05:22,2021-02-23 10:05:23,0.352s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/label_IgotCat""))",Chrome 88.0.4324.182,I got cat,,2021-02-23 10:05:23,2021-02-23 10:05:23,0.474s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/label_IgotDog""))",Chrome 88.0.4324.182,I got dog,,2021-02-23 10:05:23,2021-02-23 10:05:24,0.404s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/span_I Accept""))",Chrome 88.0.4324.182,ฉันยอมรับ,,2021-02-23 10:05:24,2021-02-23 10:05:24,0.353s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/button_BookNow""))",Chrome 88.0.4324.182,,,2021-02-23 10:05:24,2021-02-23 10:05:24,0.469s,PASSED
"click(findTestObject(""Used/zElement-Bluuu/button_ConfirmBookNow""))",Chrome 88.0.4324.182,,,2021-02-23 10:05:24,2021-02-23 10:05:27,2.264s,FAILED
,,,,,,,
Test Cases/Login before use a service/10_OTA with Promotion (login before),Chrome 88.0.4324.182,,,2021-02-23 10:05:27,2021-02-23 10:05:34,7.589s,FAILED
"openBrowser("""")",Chrome 88.0.4324.182,,,2021-02-23 10:05:27,2021-02-23 10:05:29,1.812s,PASSED
"navigateToUrl(""https://uat.bluuu.co/"")",Chrome 88.0.4324.182,,,2021-02-23 10:05:29,2021-02-23 10:05:33,3.694s,PASSED
maximizeWindow(),Chrome 88.0.4324.182,,,2021-02-23 10:05:33,2021-02-23 10:05:33,0.208s,PASSED
"click(findTestObject(""Object Repository/zElement-Bluuu/img_TH_avatar_Not-Login""))",Chrome 88.0.4324.182,,,2021-02-23 10:05:33,2021-02-23 10:05:34,1.432s,FAILED
